"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.564815,,
"ISR","Israel","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-7.766077,,
"RUS","Russia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.266916,,
"RUS","Russia","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.844874,,
"SVN","Slovenia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.531521,,
"SVN","Slovenia","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.439087,,
"ZAF","South Africa","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.501986,,
"ZAF","South Africa","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.262849,,
"AUS","Australia","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.142653,,
"AUS","Australia","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.244934,,
"AUT","Austria","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.898691,,
"AUT","Austria","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.959218,,
"AUT","Austria","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.247227,,
"AUT","Austria","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-15.046168,,
"BEL","Belgium","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.373753,"P","Provisional value"
"BEL","Belgium","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.677222,"P","Provisional value"
"CAN","Canada","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.28809,,
"CAN","Canada","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.234721,,
"CAN","Canada","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.32,,
"CZE","Czech Republic","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.187311,,
"CZE","Czech Republic","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.104156,,
"DNK","Denmark","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.413556,,
"DNK","Denmark","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.573959,,
"FIN","Finland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.529331,,
"FIN","Finland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.091038,,
"FRA","France","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-5.835006,,
"FRA","France","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.241642,,
"FRA","France","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.885198,,
"FRA","France","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-15.849709,,
"FRA","France","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-3.01,,
"FRA","France","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-5.7,,
"DEU","Germany","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.198355,,
"DEU","Germany","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.834885,,
"DEU","Germany","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-1.7,,
"GRC","Greece","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.883015,"P","Provisional value"
"GRC","Greece","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.685758,"P","Provisional value"
"HUN","Hungary","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.026847,,
"HUN","Hungary","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,4.944114,,
"ISL","Iceland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.172445,,
"ISL","Iceland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.044471,,
"IRL","Ireland","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.525383,,
"IRL","Ireland","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.860335,,
"ITA","Italy","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.612724,,
"ITA","Italy","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.274648,,
"ITA","Italy","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-3.992,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.774122,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-8.175972,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.694305,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.119282,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC_PNT","Percentage points","0","Units",,,-0.4,,
"JPN","Japan","P31S14_S15","Private final consumption expenditure","CTQRGPSA","Contributions to Q-o-Q GDP growth, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC_PNT","Percentage points","0","Units",,,-4.5,,
"KOR","Korea","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-6.459536,"P","Provisional value"
"KOR","Korea","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,1.353636,"P","Provisional value"
"KOR","Korea","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.767332,"P","Provisional value"
"KOR","Korea","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-4.117603,"P","Provisional value"
"LUX","Luxembourg","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-4.832516,,
"LUX","Luxembourg","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.24548,,
"MEX","Mexico","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.449521,"P","Provisional value"
"MEX","Mexico","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.205037,"P","Provisional value"
"NLD","Netherlands","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-2.57978,"P","Provisional value"
"NLD","Netherlands","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-10.433979,"P","Provisional value"
"NLD","Netherlands","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.122242,"P","Provisional value"
"NLD","Netherlands","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.943658,"P","Provisional value"
"NZL","New Zealand","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.256217,,
"NZL","New Zealand","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.192661,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.646952,,
"NOR","Norway","P31S14_S15","Private final consumption expenditure","GYSA","Growth rate compared to the same quarter of previous year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-3.489905,,
